state,year,metric,value
New Hampshire,2016,farm_msales,9.8645
New Jersey,2016,farm_kha,0.615529323961874
New Jersey,2016,farm_knumber,0.053
New Jersey,2016,farm_msales,9.62579
New Mexico,2016,farm_kha,38.0984728111392
New Mexico,2016,farm_knumber,0.075
New Mexico,2016,farm_msales,49.02711
New York,2016,farm_kha,106.99324149616
New York,2016,farm_knumber,1.059
New York,2016,farm_msales,235.28631
North Carolina,2016,farm_kha,12.8690548994001
North Carolina,2016,farm_knumber,0.247
North Carolina,2016,farm_msales,157.95953
North Dakota,2016,farm_kha,47.0671518891425
North Dakota,2016,farm_knumber,0.114
North Dakota,2016,farm_msales,24.78769
Ohio,2016,farm_kha,33.392
Ohio,2016,farm_knumber,0.575
Ohio,2016,farm_msales,110.35378
Oklahoma,2016,farm_kha,7.28760819586155
Oklahoma,2016,farm_knumber,0.034
Oklahoma,2016,farm_msales,5.02272
Oregon,2016,farm_kha,78.8205331352598
Oregon,2016,farm_knumber,0.461
Oregon,2016,farm_msales,382.47664
Pennsylvania,2016,farm_kha,37.8050745469233
Pennsylvania,2016,farm_knumber,0.781
Pennsylvania,2016,farm_msales,718.99561
Rhode Island,2016,farm_kha,0.0554421547552773
Rhode Island,2016,farm_knumber,0.025
Rhode Island,2016,farm_msales,2.47975
South Carolina,2016,farm_kha,1.28002580650323
South Carolina,2016,farm_knumber,0.044
South Carolina,2016,farm_msales,12.59277
South Dakota,2016,farm_kha,46.8546910771241
South Dakota,2016,farm_knumber,0.086
South Dakota,2016,farm_msales,18.8788
Tennessee,2016,farm_kha,1.35206013895899
Tennessee,2016,farm_knumber,0.038
Tennessee,2016,farm_msales,6.11926
Texas,2016,farm_kha,59.408494600215
Texas,2016,farm_knumber,0.213
Texas,2016,farm_msales,324.25756
Utah,2016,farm_kha,39.6265719086277
Utah,2016,farm_knumber,0.051
Utah,2016,farm_msales,28.46862
Vermont,2016,farm_kha,54.3640678920068
Vermont,2016,farm_knumber,0.55
Vermont,2016,farm_msales,138.48886
Virginia,2016,farm_kha,10.0556690610155
Virginia,2016,farm_knumber,0.165
Virginia,2016,farm_msales,60.94626
Washington,2016,farm_kha,31.8646702428889
Washington,2016,farm_knumber,0.677
Washington,2016,farm_msales,693.50705
West Virginia,2016,farm_kha,0.955871310452298
West Virginia,2016,farm_knumber,0.014
West Virginia,2016,farm_msales,2.20725
Wisconsin,2016,farm_kha,88.7341569676688
Wisconsin,2016,farm_knumber,1.276
Wisconsin,2016,farm_msales,278.4405
Wyoming,2016,farm_kha,48.5098619745627
Wyoming,2016,farm_knumber,0.048
Wyoming,2016,farm_msales,16.41758
Alabama,2019,farm_kha,0.878980730864688
Alabama,2019,farm_knumber,0.011
Alabama,2019,farm_msales,2.171
Alaska,2019,farm_kha,12.955
Alaska,2019,farm_knumber,0.008
Alaska,2019,farm_msales,2.873
Arizona,2019,farm_kha,10.8043404938423
Arizona,2019,farm_knumber,0.062
Arizona,2019,farm_msales,206.55612
Arkansas,2019,farm_kha,8.50207466608482
Arkansas,2019,farm_knumber,0.067
Arkansas,2019,farm_msales,56.43762
California,2019,farm_kha,390.627211478939
California,2019,farm_knumber,3.012
California,2019,farm_msales,3668.86146
Colorado,2019,farm_kha,67.7851162153937
Colorado,2019,farm_knumber,0.238
Colorado,2019,farm_msales,187.80138
Connecticut,2019,farm_kha,0.728437069777365
Connecticut,2019,farm_knumber,0.063
Connecticut,2019,farm_msales,6.27504
Delaware,2019,farm_kha,0.214888935584323
Delaware,2019,farm_knumber,0.012
Delaware,2019,farm_msales,13.83528
Florida,2019,farm_kha,7.24875821880676
Florida,2019,farm_knumber,0.126
Florida,2019,farm_msales,88.18716
Georgia,2019,farm_kha,2.88137329823047
Georgia,2019,farm_knumber,0.102
Georgia,2019,farm_msales,53.25624
Hawaii,2019,farm_kha,1.1290774581549201
Hawaii,2019,farm_knumber,0.129
Hawaii,2019,farm_msales,17.62866
Idaho,2019,farm_kha,73.1399380527793
Idaho,2019,farm_knumber,0.24
Idaho,2019,farm_msales,210.08736
Illinois,2019,farm_kha,24.5596604948049
Illinois,2019,farm_knumber,0.258
Illinois,2019,farm_msales,74.15604
Indiana,2019,farm_kha,17.205
Indiana,2019,farm_knumber,0.595
Indiana,2019,farm_msales,184.57002
Iowa,2019,farm_kha,54.1030446086699
Iowa,2019,farm_knumber,0.779
Iowa,2019,farm_msales,147.48792
Kansas,2019,farm_kha,34.6655107761828
Kansas,2019,farm_knumber,0.11
Kansas,2019,farm_msales,70.42896
Kentucky,2019,farm_kha,7.8909969019938
Kentucky,2019,farm_knumber,0.185
Kentucky,2019,farm_msales,39.22818
Louisiana,2019,farm_kha,1.35246482621997
Louisiana,2019,farm_knumber,0.01
Louisiana,2019,farm_msales,14.61966
Maine,2019,farm_kha,22.3634227294261
Maine,2019,farm_knumber,0.456
Maine,2019,farm_msales,65.0964
Maryland,2019,farm_kha,6.95900213993976
Maryland,2019,farm_knumber,0.12
Maryland,2019,farm_msales,51.0816
Massachusetts,2019,farm_kha,3.30629492226726
Massachusetts,2019,farm_knumber,0.133
Massachusetts,2019,farm_msales,33.5529
Michigan,2019,farm_kha,49.4742317174957
Michigan,2019,farm_knumber,0.541
Michigan,2019,farm_msales,235.5741
Minnesota,2019,farm_kha,69.997946158473
Minnesota,2019,farm_knumber,0.635
Minnesota,2019,farm_msales,115.87812
Mississippi,2019,farm_kha,3.59645568839525
Mississippi,2019,farm_knumber,0.029
Mississippi,2019,farm_msales,30.11754
Missouri,2019,farm_kha,20.7082518319875
Missouri,2019,farm_knumber,0.355
Missouri,2019,farm_msales,116.1576
Montana,2019,farm_kha,143.95656654023
Montana,2019,farm_knumber,0.208
Montana,2019,farm_msales,66.77634
Nebraska,2019,farm_kha,93.8198617764977
Nebraska,2019,farm_knumber,0.238
Nebraska,2019,farm_msales,188.32668
Nevada,2019,farm_kha,39.6059328583173
Nevada,2019,farm_knumber,0.04
Nevada,2019,farm_msales,68.13906
New Hampshire,2019,farm_kha,4.73807845164077
New Hampshire,2019,farm_knumber,0.08
New Hampshire,2019,farm_msales,11.49948
New Jersey,2019,farm_kha,1.59325374650749
New Jersey,2019,farm_knumber,0.068
New Jersey,2019,farm_msales,26.77092
New Mexico,2019,farm_kha,15.801014105254
New Mexico,2019,farm_knumber,0.101
New Mexico,2019,farm_msales,72.18744
New York,2019,farm_kha,130.746764967078
New York,2019,farm_knumber,1.321
New York,2019,farm_msales,304.3884
North Carolina,2019,farm_kha,17.2963335346026
North Carolina,2019,farm_knumber,0.347
North Carolina,2019,farm_msales,377.16336
North Dakota,2019,farm_kha,45.9328134965947
North Dakota,2019,farm_knumber,0.117
North Dakota,2019,farm_msales,27.12996
Ohio,2019,farm_kha,45.2925982497126
Ohio,2019,farm_knumber,0.785
Ohio,2019,farm_msales,119.33898
Oklahoma,2019,farm_kha,6.50049147324101
Oklahoma,2019,farm_knumber,0.034
Oklahoma,2019,farm_msales,10.35504
Oregon,2019,farm_kha,79.3369140802798
Oregon,2019,farm_knumber,0.455
Oregon,2019,farm_msales,463.49412
Pennsylvania,2019,farm_kha,43.5241149191976
Pennsylvania,2019,farm_knumber,0.944
Pennsylvania,2019,farm_msales,756.59928
Rhode Island,2019,farm_kha,0.0598937146261389
Rhode Island,2019,farm_knumber,0.02
Rhode Island,2019,farm_msales,2.2225799999999998
South Carolina,2019,farm_kha,1.94492697630557
South Carolina,2019,farm_knumber,0.039
South Carolina,2019,farm_msales,22.1136
South Dakota,2019,farm_kha,29.6040872030131
South Dakota,2019,farm_knumber,0.068
South Dakota,2019,farm_msales,14.7084
Tennessee,2019,farm_kha,2.02222224315416
Tennessee,2019,farm_knumber,0.038
Tennessee,2019,farm_msales,9.21162
Texas,2019,farm_kha,99.6773051920297
Texas,2019,farm_knumber,0.233
Texas,2019,farm_msales,432.78906
Utah,2019,farm_kha,38.2797727040615
Utah,2019,farm_knumber,0.048
Utah,2019,farm_msales,27.44106
Vermont,2019,farm_kha,82.1523233549693
Vermont,2019,farm_knumber,0.655
Vermont,2019,farm_msales,162.93684
Virginia,2019,farm_kha,11.4716697872105
Virginia,2019,farm_knumber,0.163
Virginia,2019,farm_msales,64.04682
Washington,2019,farm_kha,45.2966451223225
Washington,2019,farm_knumber,0.743
Washington,2019,farm_msales,903.6894
West Virginia,2019,farm_kha,1.2359148950556
West Virginia,2019,farm_knumber,0.027
West Virginia,2019,farm_msales,13.62108
Wisconsin,2019,farm_kha,101.552221272184
Wisconsin,2019,farm_knumber,1.364
Wisconsin,2019,farm_msales,274.29942
Wyoming,2019,farm_kha,52.6364579748514
Wyoming,2019,farm_knumber,0.064
Wyoming,2019,farm_msales,15.95178
