Commodity Desc,Unit Desc,Domain Desc,Domaincat Desc,Short Desc,Long Desc,Agg Level Desc,State Name,Year,Published Estimate,State Ansi
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2011,"8,200",24
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2014,"13,978",24
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2015,"10,442",24
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2016,"12,450",24
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2019,"17,196",24
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2011,"2,561",25
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2014,"6,922",25
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2015,"5,867",25
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2016,"7,242",25
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2019,"8,170",25
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2011,"63,758",26
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2014,"57,495",26
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2015,"55,926",26
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2016,"76,192",26
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2019,"122,253",26
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2011,"124,644",27
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2014,"131,239",27
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2015,"115,321",27
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2016,"130,688",27
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2019,"172,968",27
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2011,(D),28
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2014,"2,802",28
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2015,"3,044",28
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2016,"23,414",28
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2019,"8,887",28
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2011,"22,227",29
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2014,"48,630",29
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2015,"31,681",29
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2016,"41,078",29
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2019,"51,171",29
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MONTANA,2011,"202,552",30
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MONTANA,2014,"317,878",30
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MONTANA,2015,"250,531",30
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MONTANA,2016,"266,048",30
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MONTANA,2019,"355,723",30
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEBRASKA,2011,"138,385",31
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEBRASKA,2014,"110,145",31
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEBRASKA,2015,"120,798",31
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEBRASKA,2016,"107,371",31
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEBRASKA,2019,"231,833",31
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEVADA,2011,"6,651",32
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEVADA,2014,"7,057",32
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEVADA,2015,"12,283",32
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEVADA,2016,"12,203",32
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEVADA,2019,"97,868",32
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW HAMPSHIRE,2011,"4,973",33
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW HAMPSHIRE,2014,"7,303",33
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW HAMPSHIRE,2015,"9,282",33
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW HAMPSHIRE,2016,"7,858",33
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW HAMPSHIRE,2019,"11,708",33
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW JERSEY,2011,"1,643",34
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW JERSEY,2014,"2,339",34
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW JERSEY,2015,"2,349",34
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW JERSEY,2016,"1,521",34
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW JERSEY,2019,"3,937",34
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW MEXICO,2011,"148,247",35
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW MEXICO,2014,"34,412",35
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW MEXICO,2015,"51,638",35
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW MEXICO,2016,"94,143",35
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW MEXICO,2019,"39,045",35
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW YORK,2011,"165,809",36
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW YORK,2014,"210,871",36
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW YORK,2015,"238,700",36
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW YORK,2016,"264,385",36
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW YORK,2019,"323,081",36
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH CAROLINA,2011,"12,082",37
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH CAROLINA,2014,"21,595",37
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH CAROLINA,2015,"28,727",37
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH CAROLINA,2016,"31,800",37
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH CAROLINA,2019,"42,740",37
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH DAKOTA,2011,"122,465",38
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH DAKOTA,2014,"134,632",38
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH DAKOTA,2015,"110,784",38
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH DAKOTA,2016,"116,305",38
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH DAKOTA,2019,"113,502",38
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OHIO,2011,"54,476",39
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OHIO,2014,"73,384",39
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OHIO,2015,"66,660",39
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OHIO,2016,(D),39
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OHIO,2019,"111,920",39
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OKLAHOMA,2011,"14,426",40
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OKLAHOMA,2014,"10,393",40
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OKLAHOMA,2015,"6,082",40
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OKLAHOMA,2016,"18,008",40
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OKLAHOMA,2019,"16,063",40
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OREGON,2011,"132,777",41
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OREGON,2014,"203,555",41
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OREGON,2015,"175,675",41
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OREGON,2016,"194,769",41
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OREGON,2019,"196,045",41
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,PENNSYLVANIA,2011,"61,251",42
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,PENNSYLVANIA,2014,"96,958",42
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,PENNSYLVANIA,2015,"85,164",42
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,PENNSYLVANIA,2016,"93,418",42
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,PENNSYLVANIA,2019,"107,550",42
