Commodity Desc,Unit Desc,Domain Desc,Domaincat Desc,Short Desc,Long Desc,Agg Level Desc,State Name,Year,Published Estimate,State Ansi
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,LOUISIANA,2016,21,22
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,LOUISIANA,2019,10,22
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MAINE,2011,221,23
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MAINE,2014,444,23
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MAINE,2015,475,23
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MAINE,2016,494,23
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MAINE,2019,456,23
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2011,72,24
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2014,110,24
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2015,88,24
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2016,111,24
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2019,120,24
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2011,77,25
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2014,131,25
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2015,130,25
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2016,127,25
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2019,133,25
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2011,219,26
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2014,285,26
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2015,298,26
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2016,402,26
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2019,541,26
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2011,434,27
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2014,472,27
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2015,431,27
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2016,545,27
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2019,635,27
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2011,13,28
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2014,8,28
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2015,12,28
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2016,29,28
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2019,29,28
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2011,96,29
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2014,182,29
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2015,176,29
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2016,302,29
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2019,355,29
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MONTANA,2011,99,30
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MONTANA,2014,138,30
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MONTANA,2015,138,30
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MONTANA,2016,156,30
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MONTANA,2019,208,30
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEBRASKA,2011,127,31
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEBRASKA,2014,166,31
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEBRASKA,2015,161,31
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEBRASKA,2016,162,31
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEBRASKA,2019,238,31
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEVADA,2011,28,32
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEVADA,2014,45,32
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEVADA,2015,31,32
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEVADA,2016,34,32
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEVADA,2019,40,32
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW HAMPSHIRE,2011,74,33
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW HAMPSHIRE,2014,112,33
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW HAMPSHIRE,2015,101,33
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW HAMPSHIRE,2016,107,33
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW HAMPSHIRE,2019,80,33
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW JERSEY,2011,44,34
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW JERSEY,2014,60,34
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW JERSEY,2015,75,34
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW JERSEY,2016,53,34
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW JERSEY,2019,68,34
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW MEXICO,2011,64,35
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW MEXICO,2014,105,35
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW MEXICO,2015,88,35
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW MEXICO,2016,75,35
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW MEXICO,2019,101,35
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW YORK,2011,590,36
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW YORK,2014,855,36
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW YORK,2015,931,36
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW YORK,2016,"1,059",36
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NEW YORK,2019,"1,321",36
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH CAROLINA,2011,92,37
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH CAROLINA,2014,200,37
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH CAROLINA,2015,203,37
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH CAROLINA,2016,247,37
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH CAROLINA,2019,347,37
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH DAKOTA,2011,112,38
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH DAKOTA,2014,94,38
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH DAKOTA,2015,100,38
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH DAKOTA,2016,114,38
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,NORTH DAKOTA,2019,117,38
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OHIO,2011,329,39
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OHIO,2014,489,39
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OHIO,2015,463,39
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OHIO,2016,575,39
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,OHIO,2019,785,39
